S. no,Name,Brand,Image,,Country,Sport,Gender,MRP,Sizes,Colours,Amazon Link,Price,Available sizes,Flipkart Link,Price,Available sizes,Myntra Link,Price,Available sizes,Tata Cliq Link,Price,Available sizes,NBA Store Link,Price,Available sizes,Ajio Link,Price,Available sizes,Superkicks Link,Price,Available sizes,Official Website,Price,Available sizes,Foot Type,Foot Width,Injury History,Playing Surface,Playing Style,Playing Position,Shoe Preference,Player Level,Product Analysis Note
376,"Nike Mercurial Superfly 10 Elite
Firm-Ground High-Top Football Boot",Nike,,,India,Football,men,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Black Deep JungleBlack,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-elite-high-top-football-boot-Snwv27/FQ1454-002,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10.5",Neutral,Medium,Air Zoom,Firm ground,Explosive,Wingers,High-top,Elite,
377,"Nike Mercurial Superfly 10 Elite
Firm-Ground High-Top Football Boot",Nike,,,India,Football,Men,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12", Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-elite-high-top-football-boot-Snwv27/FQ1454-800,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,,12",Neutral,Medium,Cushioned,Firm ground,Controlled,Defenders,Low-top,Elite,
378,"Nike Mercurial Superfly 10 Elite
Firm-Ground High-Top Football Boot",Nike,,,India,Football,men,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-elite-high-top-football-boot-Snwv27/FQ1454-301,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,,12",Neutral,Medium,Cushioned,Firm ground,Controlled,Defenders,Low-top,Elite,
379,"Nike Mercurial Vapor 16 Elite
Firm-Ground Low-Top Football Boot",Nike,,,India,Football,Men,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Black Deep Jungle Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-elite-low-top-football-boot-KBLZh1/FQ1457-002,21995,"6,6.5,7,7.5,8,8.5,9,10.5,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Attackers,Low-top,Elite,
380,"Nike Mercurial Vapor 16 Elite
Firm-Ground Low-Top Football Boot",Nike,,,India,Football,Men,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-elite-low-top-football-boot-KBLZh1/FQ1457-800,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Attackers,Low-top,Elite,
381,"""Nike Mercurial Vapor 16 Elite
Firm-Ground Low-Top Football Boot""",Nike,,,India,Football,men,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-elite-low-top-football-boot-KBLZh1/FQ1457-301,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Attackers,Low-top,Elite,
382,"Nike Mercurial Vapor 16 Pro
HG Low-Top Football Boot",Nike,,,India,Football,Men,12995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-pro-hg-low-top-football-boot-b9L3Dv/FQ8686-301,12995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,12",Neutral,Medium,Flyknit,Hard ground,Speed,Wingers,Low-top,Pro,
383,"Nike Mercurial Vapor 16 Elite
Artificial-Grass Low-Top Football Boot",Nike,,,India,Football,men,20897,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-elite-low-top-football-boot-dpLhFx/FQ8693-800,20897,"6,7.5,8,9.5,10",Neutral,Medium,Air Zoom,Artificial grass,Explosive,Attackers,Low-top,Elite,
384,"Nike Mercurial Vapor 16 Elite
Artificial-Grass Low-Top Football Boot",Nike,,,India,Football,Men,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-elite-low-top-football-boot-dpLhFx/FQ8693-301,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Neutral,Medium,Air Zoom,Artificial grass,Explosive,Attackers,Low-top,Elite,
385,"Nike Mercurial Vapor 1 RGN SE
FG Low-Top Football Boot",Nike,,,India,Football,Men,26795,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Shock Orange White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-1-rgn-se-fg-low-top-football-boot-VdZ2jICs/HV0888-800,26795,"7,7.5,8,8.5,9,9.5,10",Neutral,Medium,Air Zoom,Firm ground,Speed,Wingers,Low-top,Elite,
386,"Nike Mercurial Superfly 10 Academy 'Kylian Mbappé'
Turf High-Top Football Shoes",Nike,,,India,Football,men,8995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Grand Purple Pale Ivory,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-academy-kylian-mbappe-high-top-football-shoes-1ZntNn/FQ8333-500,8995,"6,6.5,7,7.5,8,8.5,9,9.5,10,11.12",Neutral,Medium,Air Zoom,Turf,Explosive,Wingers,High-top,Intermediate,
387,"Nike Mercurial Vapor 16 Academy 'Kylian Mbappé'
Multi-Ground Low-Top Football Boot",Nike,,,India,Football,Men,8495,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Grand Purple Pale Ivory,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-academy-kylian-mbappe-multi-ground-low-top-football-boot-WsTDpS/FQ8377-500,8495,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Neutral,Medium,Air Zoom,Multi-ground,Explosive,Wingers,Low-top,Intermediate,
388,"Nike Mercurial Vapor 16 Academy 'Kylian Mbappé'
TF Low-Top Football Shoes",Nike,,,India,Football,men,8495,"5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Grand Purple Pale Ivory,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-academy-kylian-mbappe-tf-low-top-football-shoes-J546Np/FQ8384-500,8495,"5.5,6,6.5,7,7.5,8,8.5,9,10,10.5,11.12",Neutral,Medium,Air Zoom,Turf,Explosive,Wingers,Low-top,Intermediate,
389,"Nike Mercurial Vapor 16 Elite ""Kylian Mbappé""
Firm-Ground Low-Top Football Boot",Nike,,,India,Football,Men,22995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Grand Purple Pale Ivory,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-elite-kylian-mbappe-low-top-football-boot-04DJMH/FQ8683-500,22995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Wingers,Low-top,Elite,
390,"Nike Mercurial Vapor 16 Pro 'Kylian Mbappé'
Firm-Ground Low-Top Football Boot",Nike,,,India,Football,Men,13995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Grand Purple Pale Ivory,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-pro-kylian-mbappe-low-top-football-boot-pXRSl0/FQ8689-500,13995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",Neutral,Medium,Zoom cushioned,Firm ground,Speed,Attackers,High-top,Elite,Elite
391,"Nike Mercurial Superfly 10 Elite 'Kylian Mbappé'
Firm-Ground High-Top Football Boot",Nike,,,India,Football,men,25095,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Grand Purple Pale Ivory,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-elite-kylian-mbappe-high-top-football-boot-HqwKmw/FQ8692-500,25095,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Wingers,High-top,Elite,
392,"Nike Mercurial Superfly 10 Academy 'Kylian Mbappé'
Multi-Ground High-Top Football Boot",Nike,,,India,Football,Men,8995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Grand Purple Pale Ivory,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-academy-kylian-mbappe-multi-ground-high-top-football-boot-v4J91h/HJ7309-500,8995,"7,8.5,9,9.5,10,10.5",Neutral,Medium,Air Zoom,Multi-ground,Explosive,Wingers,High-top,Intermediate,
393,"Nike Lunar Gato II
Indoor Court Low-Top Football Shoes",Nike,,,India,Football,men,9995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Apricot Agate Anthracite,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/lunar-gato-ii-indoor-court-low-top-football-shoes-pf450P/580456-802,9995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12","
Neutral",Medium,Lunarlon,Indoor courts,Precise,All-rounders,Low-top,Intermediate,
394,"Nike Streetgato
Low-Top Football Shoes",Nike,,,India,Football,Men,7995,"5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Pale Ivory Apricot Agate,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/streetgato-low-top-football-shoes-vPc9s8/DC8466-104,7995,"5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Neutral,Narrow,Cushioned,Street/indoor,Versatile,All-rounders,Low-top,Intermediate,
395,"Nike Tiempo Legend 10 Elite
Firm-Ground Low-Top Football Boot",Nike,,,India,Football,Men,20995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Copa White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-elite-low-top-football-boot-F47h5D/DV4328-401,20995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",Neutral,Medium,Cushioned,Firm ground,Controlled,Defenders,Low-top,Elite,
396,"Nike Tiempo Legend 10 Elite
Firm-Ground Low-Top Football Boot",Nike,,,India,Football,Men,20995,"6,6.5,7,7.5,8,8.5,9,9.5,10",Hot Lava White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-elite-low-top-football-boot-F47h5D/DV4328-800,20995,"6,6.5,7,7.5,8,8.5,9.5,10",Neutral,Medium,Cushioned,Firm ground,Controlled,Defenders,Low-top,Elite,
397,"""Nike Tiempo Legend 10 Elite
Firm-Ground Low-Top Football Boot""",Nike,,,India,Football,Men,20995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Black Deep Jungle Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-elite-low-top-football-boot-F47h5D/DV4328-002,20995,"6,6.5,7,7.5,8,8.5,9,9.5",Neutral,Medium,Cushioned,Firm ground,Controlled,Defenders,Low-top,Elite,
398,"Nike Tiempo Legend 10 Academy
Multi-Ground Low-Top Football Boot",Nike,,,India,Football,Men,7945,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Copa  White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-academy-multi-ground-low-top-football-boot-gthDNJ/DV4337-401,7945,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Neutral,Medium,Cushioned,Multi-ground,Controlled,All-rounders,Low-top,Intermediate,
399,"""Nike Tiempo Legend 10 Academy
Multi-Ground Low-Top Football Boot""",Nike,,,India,Football,Men,7945,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Hot Lava White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-academy-multi-ground-low-top-football-boot-gthDNJ/DV4337-800,7117,"6,6.5,7,7.5,8,8.5,9,9.5,10",Neutral,Medium,Cushioned,Multi-ground,Controlled,All-rounders,Low-top,Intermediate,
400,"""Nike Tiempo Legend 10 Academy
Multi-Ground Low-Top Football Boot""",Nike,,,India,Football,Men,7945,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Metallic Silver Volt/Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-academy-multi-ground-low-top-football-boot-gthDNJ/DV4337-001,7117,8.5,Neutral,Medium,Cushioned,Multi-ground,Controlled,All-rounders,Low-top,Intermediate,
401,"Nike Tiempo Legend 10 Academy
Indoor Court Low-Top Football Shoes",Nike,,,India,Football,Men,7495,"5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Copa White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-academy-indoor-court-low-top-football-shoes-v8kdVb/DV4341-401,7495,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Neutral,Medium,Cushioned,Indoor courts,Controlled,All-rounders,Low-top,Intermediate,
402,"Nike Tiempo Legend 10 Academy
Turf Low-Top Football Shoes",Nike,,,India,Football,Men,7495,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Copa White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-academy-low-top-football-shoes-2gKwhN/DV4342-401,7495,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",Neutral,Medium,Cushioned,Turf,Controlled,All-rounders,Low-top,Intermediate,
403,"Nike Tiempo Legend 10 Academy
Turf Low-Top Football Shoes",Nike,,,India,Football,Men,7117,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Hot Lava White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-academy-low-top-football-shoes-2gKwhN/DV4342-800,7117,"6,6.5,7,7.5,8,8.5,9,9.5",Neutral,Medium,Cushioned,Turf,Controlled,All-rounders,Low-top,Intermediate,
404,"Nike Tiempo Legend 10 Club
Indoor Court Low-Top Football Shoes",Nike,,,India,Football,Men,4995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Hot Lava White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-club-indoor-court-low-top-football-shoes-pbXngz/DV4343-800,4995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",Neutral,Medium,Cushioned,Indoor courts,Controlled,All-rounders,Low-top,Beginner,
405,"Nike Tiempo Legend 10 Club
Multi-Ground Low-Top Football Boot",Nike,,,India,Football,Men,4995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Hot Lava White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-club-multi-ground-low-top-football-boot-PNdvpg/DV4344-800,4995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,12",Neutral,Medium,Cushioned,Multi-ground,Controlled,All-rounders,Low-top,Beginner,
406,"Nike Tiempo Legend 10 Club
Multi-Ground Low-Top Football Boot",Nike,,,India,Football,Men,4995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11.12",Black Deep Jungle Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-club-multi-ground-low-top-football-boot-PNdvpg/DV4344-002,4747,"6.5,7,7.5,8.5",Neutral,Medium,Cushioned,Multi-ground,Controlled,All-rounders,Low-top,Beginner,
407,"Nike Zoom Mercurial Superfly 9 Elite 'Marcus Rashford'
Firm-Ground Football Boot",Nike,,,India,Football,Men,25995,"5.5,6,6.5,7,7.5,8,8.5,9,9.5,10",White Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/zoom-mercurial-superfly-9-elite-marcus-rashford-football-boot-7QM7LX/FD1171-100,25995,10,Neutral,Medium,Air Zoom,Firm ground,Explosive,Wingers,High-top,Elite,
408,"Nike Mercurial Superfly 10 Elite
Firm-Ground High-Top Football Boot",Nike,,,India,Football,Men,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-elite-high-top-football-boot-Snwv27/FQ1454-301,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,11,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Wingers,High-top,Elite,
409,"Nike Mercurial Superfly 10 Elite
Firm-Ground High-Top Football Boot",Nike,,,India,Football,Men,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-elite-high-top-football-boot-Snwv27/FQ1454-800,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,11,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Wingers,High-top,Elite,
410,"""Nike Mercurial Superfly 10 Elite
Firm-Ground High-Top Football Boot""",Nike,,,India,Football,Men,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12", Black Deep Jungle Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-elite-high-top-football-boot-Snwv27/FQ1454-002,23795,"6,6.5,7,7.5,8,8.5,9,9.5,10,11,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Wingers,High-top,Elite,
411,"Nike Mercurial Superfly 10 Academy
Multi-Ground High-Top Football Boot",Nike,,,India,Football,Men,8995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-academy-multi-ground-high-top-football-boot-RBK0MH/FQ1456-301,8995,"6,6.5,7,7.5,8,8.5,9,9.5,10,11,12",Neutral,Medium,Air Zoom,Multi-ground,Explosive,Wingers,High-top,Intermediate,
412,"Nike Mercurial Superfly 10 Academy
Multi-Ground High-Top Football Boot",Nike,,,India,Football,Men,8995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-academy-multi-ground-high-top-football-boot-RBK0MH/FQ1456-800,8995,"6,6.5,7,7.5,8,8.5,9,9.5,10,11,12",Neutral,Medium,Air Zoom,Multi-ground,Explosive,Wingers,High-top,Intermediate,
413,"""Nike Mercurial Superfly 10 Academy
Multi-Ground High-Top Football Boot""",Nike,,,India,Football,Men,8995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12", Black Deep Jungle Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-academy-multi-ground-high-top-football-boot-RBK0MH/FQ1456-002,8995,"6,6.5,7,7.5,8,8.5,9",Neutral,Medium,Air Zoom,Multi-ground,Explosive,Wingers,High-top,Intermediate,
414,"Nike Mercurial Vapor 16 Elite
Firm-Ground Low-Top Football Boot",Nike,,,India,Football,Men,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ocean Cube/ pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-elite-low-top-football-boot-KBLZh1/FQ1457-301,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,11,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Attackers,Low-top,Elite,
415,"""Nike Mercurial Vapor 16 Elite
Firm-Ground Low-Top Football Boot""",Nike,,,India,Football,Men,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-elite-low-top-football-boot-KBLZh1/FQ1457-800,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Attackers,Low-top,Elite,
416,"""Nike Mercurial Vapor 16 Elite
Firm-Ground Low-Top Football Boot""",Nike,,,India,Football,Men,21995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12", Black Deep Jungle Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-elite-low-top-football-boot-KBLZh1/FQ1457-002,21995,"6,6.5,7,7.5,8,8.5,9.5,10.5,12",Neutral,Medium,Air Zoom,Firm ground,Explosive,Attackers,Low-top,Elite,
417,"Nike Mercurial Superfly 10 Club
Multi-Ground High-Top Football Boot",Nike,,,India,Football,Men,5995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-club-multi-ground-high-top-football-boot-rP4Dg2/FQ8314-800,5995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Neutral,Medium,Cushioned,Multi-ground,Speed,Wingers,High-top,Beginner,
418,"Nike Mercurial Superfly 10 Club
Indoor Court High-Top Football Shoes",Nike,,,India,Football,Men,5995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-club-indoor-court-high-top-football-shoes-sL1j9n/FQ8315-800,5995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Neutral,Medium,Cushioned,Indoor courts,Speed,Wingers,High-top,Beginner,
419,"Nike Mercurial Superfly 10 Club
Turf High-Top Football Shoes",Nike,,,India,Football,Men,5995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-club-high-top-football-shoes-H7FgbD/FQ8317-800,5995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11",Neutral,Medium,Cushioned,Turf,Speed,Wingers,High-top,Beginner,
420,"Nike Mercurial Superfly 10 Academy
Turf High-Top Football Shoes",Nike,,,India,Football,Men,8995,"5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-academy-high-top-football-shoes-QMDvbR/FQ8331-301,8995,"6,6.5,7,8,8.5,9,9.5,10,10.5,,11,12",Neutral,Medium,Air Zoom,Turf,Speed,Wingers,High-top,Intermediate,
421,"Nike Mercurial Superfly 10 Academy
IC High-Top Football Shoes",Nike,,,India,Football,Men,8995,"5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-superfly-10-academy-ic-high-top-football-shoes-5mqljX/FQ8332-301,8995,"6,6.5,7,8,8.5,9,9.5,10,10.5,,11,12",Neutral,Medium,Air Zoom,Indoor courts,Speed,Wingers,High-top,Intermediate,
